Dota 2, Counter-Strike Global Offensive, Team Fortress 2, Counter-Strike, Sid Meier's Civilization V, Counter-Strike Source, The Elder Scrolls V Skyrim, Garry's Mod, Call of Duty Modern Warfare 2 - Multiplayer, Left 4 Dead 2, Terraria, Football Manager 2013, Football Manager 2012, Warframe, Football Manager 2015, Football Manager 2014, Arma 3, Grand Theft Auto V, Borderlands 2, Empire Total War
36017955,CounterStrikeGlobalOffensive,Dota2,Ricochet,H1Z1,Rust,InfestationSurvivorStories,AgeofEmpiresIIICompleteCollection,PAYDAY2,DirtyBomb,CounterStrikeSource,AmericasArmyProvingGrounds,DeathmatchClassic,Arma3,CallofDutyBlackOpsIIMultiplayer,CallofDutyBlackOpsMultiplayer,AceofSpades,Unturned,CallofDutyWorldatWar,Portal2,PathofExile
36122886,CounterStrikeSource,Firefall,ArmaColdWarAssault,RisingStormRedOrchestra2Multiplayer,Arma3,Left4Dead,Borderlands2,AgeofEmpiresIIHDEdition,CounterStrike,SpaceEngineers,FootballManager2013,FootballManager2012,TheForest,CallofDutyAdvancedWarfareMultiplayer,CallofDutyBlackOpsMultiplayer,DarkSoulsPreparetoDieEdition,TotalWarSHOGUN2,Sanctum2,ClickerHeroes,RocketLeague
36349097,Left4Dead2,GoatSimulator,CallofDutyBlackOps,ArcheAge,ZombiePanicSource,Borderlands,NEOTOKYO,GarrysMod,ChivalryMedievalWarfare,NoMoreRoominHell,NaturalSelection2,Portal,AlienSwarm,HeroesGenerals,Unturned,Left4Dead,DeathmatchClassic,RACE07,BattlefieldBadCompany2,SuperMondayNightCombat
36404933,InsurgencyModernInfantryCombat,DarkSoulsPreparetoDieEdition,Unturned,SidMeiersCivilizationV,Hammerwatch,CommandandConquerRedAlert3Uprising,DARKSOULSII,DungeonDefendersII,PathofExile,Monaco,7DaystoDie,PlanetSide2,MiddleearthShadowofMordor,WaroftheRoses,TomClancysGhostReconPhantomsEU,WolfensteinTheNewOrder,RomeTotalWar,TheWitcher3WildHunt,Dungeonland,Fallout3GameoftheYearEdition
36439985,Unturned,GoatSimulator,Left4Dead2,NoMoreRoominHell,CastleCrashers,Left4Dead,Dishonored,CallofDutyBlackOpsMultiplayer,RIFT,GarrysMod,CallofDutyModernWarfare3,Terraria,SuperMondayNightCombat,Dota2,CallofDutyBlackOps,KillingFloor,CallofDutyModernWarfare2,Portal,Robocraft,NEOTOKYO
36502549,Warframe,NaturalSelection2,WolfensteinTheNewOrder,Starbound,TheElderScrollsVSkyrim,ChivalryMedievalWarfare,Torchlight,Psychonauts,TombRaider,CallofDutyBlackOps,PlanetSide2,Fallout4,FalloutNewVegas,Borderlands2,PathofExile,InsurgencyModernInfantryCombat,SimCity4Deluxe,DarkSoulsPreparetoDieEdition,BioShock,Nosgoth
36546868,WarThunder,CounterStrike,TheBindingofIsaac,AgeofEmpiresIIICompleteCollection,DeathmatchClassic,StarWarsBattlefrontII,Borderlands2,SuperMondayNightCombat,SakuraClicker,SeriousSam3BFE,EuroTruckSimulator2,PAYDAYTheHeist,CallofDutyModernWarfare2Multiplayer,WaroftheRoses,DeadIslandRiptide,DirtyBomb,MirrorsEdge,CallofDutyBlackOpsIIZombies,SupremeCommander2,KillingFloorModDefenceAlliance2
36553207,AmericasArmyProvingGrounds,CounterStrikeGlobalOffensive,KillingFloor,CounterStrikeConditionZero,CastleCrashers,Rust,Hammerwatch,CallofDutyBlackOpsMultiplayer,CounterStrike,HalfLife2,GrandTheftAutoV,Unturned,NoMoreRoominHell,AceofSpades,Arma3,Strife,SeriousSam3BFE,H1Z1,CounterStrikeNexonZombies,AgeofEmpiresIIICompleteCollection
36557643,GoatSimulator,Neverwinter,CastleCrashers,Starbound,ChivalryMedievalWarfare,AliensvsPredator,TheWitcherEnhancedEdition,TotalWarROMEIIEmperorEdition,TeamFortressClassic,Warhammer40000DawnofWarIIChaosRising,CallofDutyBlackOps,NoMoreRoominHell,SidMeiersCivilizationV,HitmanBloodMoney,HitmanAbsolution,RedFactionGuerrillaSteamEdition,Terraria,RACE07,GearUp,CallofDutyModernWarfare2
36611463,FarCry3,Dota2,Elsword,Borderlands2,RisingStormRedOrchestra2Multiplayer,7DaystoDie,ClickerHeroes,TheForest,CounterStrikeConditionZero,TotalWarSHOGUN2,RiskofRain,ArmaColdWarAssault,Banished,StarConflict,FalloutNewVegas,SidMeiersCivilizationIIIComplete,TheWalkingDeadSeasonTwo,Neverwinter,CallofDutyAdvancedWarfareMultiplayer,DarkSoulsPreparetoDieEdition
36714440,Portal2,HalfLife2EpisodeOne,HalfLife2EpisodeTwo,Portal,CounterStrikeSource,Warframe,Fallout3GameoftheYearEdition,CallofDutyBlackOps,Hammerwatch,FarCry3,XCOMEnemyUnknown,SeriousSam3BFE,WarThunder,TomClancysGhostReconPhantomsEU,NaturalSelection2,DeusExHumanRevolution,CounterStrike,TombRaider,BioShockInfinite,TeamFortress2
36757524,Portal2,HalfLife2EpisodeTwo,HalfLife2EpisodeOne,CounterStrikeSource,Warframe,Portal,Hammerwatch,BioShockInfinite,H1Z1,Warface,TombRaider,Arma2,NaturalSelection2,Fallout3GameoftheYearEdition,EuroTruckSimulator2,DCUniverseOnline,KillingFloor,SeriousSam3BFE,TomClancysGhostReconPhantomsEU,MarvelHeroes2015
36775354,Dota2,CounterStrikeGlobalOffensive,Ricochet,DeathmatchClassic,CallofDutyWorldatWar,CallofDutyAdvancedWarfareMultiplayer,TheBindingofIsaac,CallofDutyBlackOpsMultiplayer,NapoleonTotalWar,Unturned,WarThunder,CallofDutyBlackOpsIIMultiplayer,RocketLeague,GarrysMod,TomClancysGhostReconPhantomsNA,Insurgency,KillingFloorModDefenceAlliance2,AgeofEmpiresIIICompleteCollection,Left4Dead,InfestationSurvivorStories
36791999,Insurgency,Arma3,MountBladeWarband,ArmaColdWarAssault,TotalWarROMEIIEmperorEdition,DARKSOULSII,TheWitcher2AssassinsofKingsEnhancedEdition,GrandTheftAutoEpisodesfromLibertyCity,FootballManager2012,Left4Dead2,TotalWarSHOGUN2,FootballManager2015,TheWalkingDead,DontStarveTogetherBeta,JustCause2,Left4Dead,FootballManager2014,DeathmatchClassic,Sanctum2,HitmanAbsolution
36978196,RealmoftheMadGod,DirtyBomb,AlienSwarm,Arma2OperationArrowhead,DeadIslandEpidemic,NapoleonTotalWar,PlanetSide2,CallofDutyWorldatWar,DungeonDefenders,RocketLeague,TheBindingofIsaac,EmpireTotalWar,GarrysMod,HalfLife2Deathmatch,Unturned,BattleBlockTheater,DeathmatchClassic,NaturalSelection2,Rust,NoMoreRoominHell
37026839,CounterStrike,CallofDutyBlackOpsIIMultiplayer,Rust,Ricochet,InfestationSurvivorStories,GrandTheftAutoV,Strife,AceofSpades,EuroTruckSimulator2,H1Z1,Unturned,CastleCrashers,AmericasArmyProvingGrounds,DragonsandTitans,NoMoreRoominHell,CounterStrikeGlobalOffensive,TheExpendabros,Robocraft,DCUniverseOnline,Dota2
37092665,HalfLife2EpisodeOne,HalfLife2EpisodeTwo,CounterStrikeSource,TeamFortress2,Portal2,Fallout3GameoftheYearEdition,CallofDutyModernWarfare2,XCOMEnemyUnknown,Portal,Warframe,Warface,NaturalSelection2,Trove,CallofDutyBlackOps,JustCause2,FalloutNewVegas,Starbound,CallofDutyModernWarfare3,H1Z1TestServer,HeroesGenerals
37294596,Ricochet,PathofExile,Dota2,CallofDutyBlackOpsIIMultiplayer,InfestationSurvivorStories,DontStarve,DeathmatchClassic,H1Z1,AmericasArmyProvingGrounds,Portal2,CallofDutyBlackOpsMultiplayer,Rust,AgeofEmpiresIIICompleteCollection,DirtyBomb,KillingFloorModDefenceAlliance2,AceofSpades,CallofDutyModernWarfare2Multiplayer,CounterStrikeSource,CastleCrashers,CallofDutyWorldatWar
37396841,HalfLife2EpisodeTwo,CounterStrikeSource,HalfLife2EpisodeOne,Portal2,Warframe,Hammerwatch,Fallout3GameoftheYearEdition,Portal,TombRaider,BioShockInfinite,H1Z1,SeriousSam3BFE,Trove,Nosgoth,CallofDutyModernWarfare2,EuroTruckSimulator2,CallofDutyBlackOps,NaturalSelection2,CompanyofHeroesNewSteamVersion,FarCry3
37422528,CounterStrike,CallofDutyModernWarfare3Multiplayer,Arma2OperationArrowhead,Rust,EmpireTotalWar,CounterStrikeSource,AmericasArmyProvingGrounds,NapoleonTotalWar,PlanetSide2,NoMoreRoominHell,DirtyBomb,H1Z1,Arma3,AlienSwarm,Left4Dead2,AceofSpades,DayZ,Left4Dead,CallofDutyWorldatWar,SeriousSamHDTheSecondEncounter
37435998,RocketLeague,RealmoftheMadGod,Sanctum2,AlienSwarm,Arma2OperationArrowhead,Left4Dead,Arma3,PAYDAYTheHeist,AmericasArmyProvingGrounds,GrandTheftAutoEpisodesfromLibertyCity,GarrysMod,RIFT,NoMoreRoominHell,Hammerwatch,NapoleonTotalWar,PlanetSide2,SpeedRunners,DragonAgeOriginsUltimateEdition,HalfLife2,GunZ2TheSecondDuel
37466720,ZombiePanicSource,Borderlands,MedievalIITotalWar,MountBladeWarband,APBReloaded,BattlefieldBadCompany2,TheBindingofIsaac,SidMeiersCivilizationIIIComplete,Left4Dead,Elsword,AgeofChivalry,SourceFilmmaker,Besiege,SpaceEngineers,WaroftheRoses,TheElderScrollsIVOblivion,ChivalryMedievalWarfare,DeathmatchClassic,StarWarsKnightsoftheOldRepublic,RocketLeague
37490443,NaturalSelection2,RIFT,GarrysMod,DeathmatchClassic,NapoleonTotalWar,SniperEliteV2,MortalKombatKompleteEdition,Arma3,TotalWarSHOGUN2,ChivalryMedievalWarfare,AlienSwarm,GrandTheftAutoV,Magicka,SuperMondayNightCombat,EuroTruckSimulator2,CounterStrike,TomClancysGhostReconPhantomsNA,TheMightyQuestForEpicLoot,NeedforSpeedHotPursuit,AgeofEmpiresIIHDEdition
37706629,Ricochet,CounterStrike,CastleCrashers,GoatSimulator,TheStanleyParable,NoMoreRoominHell,CallofDutyBlackOps,TomClancysGhostReconPhantomsEU,HalfLife2,FEARExtractionPoint,LIMBO,HalfLifeDeathmatchSource,MarvelHeroes2015,DeusExHumanRevolution,SeriousSam3BFE,GarrysMod,UberStrike,Strife,AmericasArmyProvingGrounds,Unturned
37708732,KillingFloor,Left4Dead,CounterStrikeConditionZero,CounterStrikeGlobalOffensive,TheForest,Insurgency,CounterStrike,AmericasArmyProvingGrounds,Arma2OperationArrowhead,AceofSpades,Hammerwatch,TomClancysGhostReconPhantomsNA,Rust,Arma3,Firefall,CallofDutyBlackOpsIIMultiplayer,H1Z1,CallofDutyAdvancedWarfareMultiplayer,SeriousSam3BFE,Hitman2SilentAssassin
37723786,Left4Dead,NoMoreRoominHell,PAYDAYTheHeist,FTLFasterThanLight,DungeonDefenders,Unturned,RealmoftheMadGod,ZombiePanicSource,Arma2OperationArrowhead,DeadIslandEpidemic,MortalKombatKompleteEdition,Trove,BattlefieldBadCompany2,Warhammer40000DawnofWarIIRetribution,AmnesiaTheDarkDescent,Awesomenauts,ArcheAge,Spore,AgeofChivalry,TeamFortressClassic
37766583,HalfLife2,CallofDutyBlackOps,Robocraft,theHunter,CallofDutyModernWarfare3,DirtyBomb,CallofDuty4ModernWarfare,Warface,CitiesSkylines,ClickerHeroes,FTLFasterThanLight,RiseofIncarnates,Dishonored,CallofDutyAdvancedWarfare,DontStarveTogetherBeta,Contagion,Unturned,BattleBlockTheater,SMITE,Hammerwatch
37827989,CallofDutyModernWarfare2Multiplayer,Insurgency,PlanetSide2,Left4Dead,CallofDutyBlackOpsMultiplayer,AlienSwarm,MedievalIITotalWar,CallofDutyAdvancedWarfareMultiplayer,TomClancysGhostReconPhantomsNA,ArcheAge,Spore,HitmanAbsolution,Audiosurf,Enclave,DeathmatchClassic,NeedforSpeedHotPursuit,SuperMondayNightCombat,Arma2OperationArrowhead,Starbound,FalloutNewVegas
37829487,MedievalIITotalWar,APBReloaded,JustCause2,StarWarsKnightsoftheOldRepublic,CompanyofHeroes,RedFactionGuerrillaSteamEdition,Besiege,TheElderScrollsVSkyrim,ZombiePanicSource,BlacklightRetribution,MassEffect,Starbound,AgeofChivalry,WormsReloaded,Crysis2MaximumEdition,Thief,TitanQuest,MountBladeWarband,StarWarsRepublicCommando,TheWitcher2AssassinsofKingsEnhancedEdition
37941785,MedievalIITotalWar,MountBladeWarband,AgeofChivalry,SuperMeatBoy,Elsword,Left4Dead,APBReloaded,Besiege,BattlefieldBadCompany2,SidMeiersCivilizationIIIComplete,FootballManager2013,CompanyofHeroes,SourceFilmmaker,TheElderScrollsIVOblivion,ZombiePanicSource,Borderlands,HalfLife2EpisodeOne,BatmanArkhamOrigins,Arma2OperationArrowhead,DivinityOriginalSin
38049880,Left4Dead,Starbound,Awesomenauts,Defiance,AssassinsCreedIII,JustCause2,NaturalSelection2,TitanQuest,TeamFortressClassic,DirtyBomb,CrysisWars,Trine2,Besiege,ChivalryMedievalWarfare,Overlord,MagicDuels,MedievalIITotalWar,FTLFasterThanLight,BatmanArkhamCityGOTY,CompanyofHeroesNewSteamVersion
38068919,Dota2,Ricochet,CounterStrikeGlobalOffensive,Rust,InfestationSurvivorStories,CallofDutyBlackOpsIIMultiplayer,CounterStrikeSource,H1Z1,AmericasArmyProvingGrounds,PathofExile,Unturned,AceofSpades,PAYDAY2,GrandTheftAutoV,AgeofEmpiresIIICompleteCollection,CounterStrikeNexonZombies,CastleCrashers,DontStarve,DirtyBomb,Portal2
38179194,Left4Dead2,CallofDutyBlackOps,NaturalSelection2,NEOTOKYO,ArcheAge,GoatSimulator,HeroesGenerals,DontStarve,Unturned,Torchlight,NoMoreRoominHell,Portal,ZombiePanicSource,HalfLifeDeathmatchSource,RACE07,GarrysMod,SuperMondayNightCombat,Borderlands,Left4Dead,CallofDutyModernWarfare3
38317154,Dishonored,CastleCrashers,CallofDutyBlackOps,CallofDutyModernWarfare2,Nosgoth,MetroLastLight,CounterStrikeConditionZero,Unturned,Metro2033,HalfLifeDeathmatchSource,SurgeonSimulator,GoatSimulator,AliensvsPredator,JustCause2MultiplayerMod,NaturalSelection2,Starbound,ChivalryMedievalWarfare,CallofDutyModernWarfare3,MagicDuels,NoMoreRoominHell
38323067,MarvelHeroes2015,NaturalSelection2,PathofExile,TeamFortressClassic,CallofDutyBlackOps,ChivalryMedievalWarfare,Unturned,Warhammer40000DawnofWarIIRetribution,MortalKombatKompleteEdition,EuroTruckSimulator2,HalfLife2Deathmatch,MagickaWizardWars,Nosgoth,Borderlands,KillingFloor,Robocraft,Borderlands2,Starbound,DontStarve,FistfulofFrags
38436635,CallofDutyBlackOps,Unturned,DontStarve,DirtyBomb,CallofDutyModernWarfare3,NoMoreRoominHell,MagickaWizardWars,NEOTOKYO,SidMeiersCivilizationV,StarConflict,Dota2,SeriousSamHDTheSecondEncounter,CastleCrashers,CallofDutyBlackOpsII,CallofDutyBlackOpsMultiplayer,RomeTotalWar,ARKSurvivalEvolved,AlanWake,PrisonArchitect,GoatSimulator
38465050,Rust,CounterStrike,CounterStrikeSource,TheForest,Ricochet,CallofDutyBlackOpsMultiplayer,CallofDutyBlackOpsIIMultiplayer,CounterStrikeGlobalOffensive,Arma2OperationArrowhead,H1Z1,TheExpendabros,CallofDutyWorldatWar,Hammerwatch,GarrysMod,FarCry3,AgeofEmpiresIIICompleteCollection,AmericasArmyProvingGrounds,CompanyofHeroes2,InfestationSurvivorStories,TERA
38731746,Firefall,JustCause2,MarvelHeroes2015,FarCry3,TheBindingofIsaac,Arma2,Warframe,Thief,GrandTheftAutoV,APBReloaded,MiddleearthShadowofMordor,HalfLife2EpisodeOne,StarWarsKnightsoftheOldRepublic,SpaceEngineers,Outlast,Starbound,TERA,CompanyofHeroes,BlacklightRetribution,Metro2033
39037163,TorchlightII,PathofExile,Borderlands,MarvelHeroes2015,HalfLife2Deathmatch,ArcheAge,DarkSoulsPreparetoDieEdition,OrcsMustDie2,DeusExGameoftheYearEdition,AlienSwarm,GunMonkeys,ChivalryMedievalWarfare,AlanWake,RedFactionGuerrillaSteamEdition,SourceFilmmaker,FEAR3,CompanyofHeroes2,TribesAscend,NoMoreRoominHell,DragonAgeOriginsUltimateEdition
39082468,KerbalSpaceProgram,DarkSoulsPreparetoDieEdition,StrongholdKingdoms,XCOMEnemyUnknown,Besiege,WaroftheRoses,RomeTotalWar,Sanctum,7DaystoDie,Neverwinter,EmpireTotalWar,PlanetaryAnnihilation,MedievalIITotalWarKingdoms,SeriousSamHDTheSecondEncounter,StarTrekOnline,CallofDutyAdvancedWarfareMultiplayer,STARWARSKnightsoftheOldRepublicIITheSithLords,MountBladeWarband,Warhammer40000SpaceMarine,PrisonArchitect
39146470,HalfLife2,FarCry3,JustCause2,DeusExHumanRevolutionDirectorsCut,NeedforSpeedHotPursuit,LANoire,CallofDutyModernWarfare2,MedievalIITotalWar,Tropico3SteamSpecialEdition,BrtalLegend,CallofDutyGhosts,FEARExtractionPoint,CompanyofHeroesNewSteamVersion,SurgeonSimulator,Portal2,Fallout3GameoftheYearEdition,DeusExHumanRevolution,Firefall,TotalWarSHOGUN2,HAWKEN
39319649,ArmaColdWarAssault,XCOMEnemyUnknown,DeathmatchClassic,MountBladeWarband,DeadIsland,SniperEliteV2,PrisonArchitect,AlienSwarm,PlanetaryAnnihilation,RIFT,Magicka,PatchtestingforChivalry,SeriousSamHDTheSecondEncounter,KerbalSpaceProgram,HAWKEN,BattlefieldBadCompany2,MountBladeWithFireandSword,PlanetSide2,HalfLife2Deathmatch,HitmanBloodMoney
39322716,TheBindingofIsaac,Spore,Audiosurf,RisingStormRedOrchestra2Multiplayer,TheElderScrollsIVOblivion,HalfLife2EpisodeOne,StarWarsKnightsoftheOldRepublic,RAGE,TheElderScrollsVSkyrim,ZombiePanicSource,CallofDutyBlackOps,Metro2033,CallofDutyModernWarfare2Multiplayer,WarThunder,Dishonored,H1Z1TestServer,SpiralKnights,CompanyofHeroesNewSteamVersion,CallofDutyModernWarfare3Multiplayer,ScribblenautsUnlimited
39324546,Left4Dead,Elsword,APBReloaded,TheBindingofIsaac,MountBladeWarband,AgeofChivalry,MedievalIITotalWar,SpaceEngineers,BattlefieldBadCompany2,ZombiePanicSource,SuperMeatBoy,RocketLeague,Besiege,CompanyofHeroes,Insurgency,RisingStormRedOrchestra2Multiplayer,DeathmatchClassic,MirrorsEdge,SourceFilmmaker,SidMeiersCivilizationIIIComplete
39334748,Ricochet,AgeofEmpiresIIICompleteCollection,Neverwinter,CallofDutyModernWarfare2Multiplayer,PathofExile,H1Z1,Dota2,H1Z1TestServer,DontStarveTogetherBeta,Portal2,DontStarve,DeusExHumanRevolution,CallofDutyBlackOpsIIMultiplayer,DeathmatchClassic,InfestationSurvivorStories,GrandTheftAutoIV,WarThunder,CompanyofHeroes2,ArmaColdWarAssault,CallofDutyBlackOpsMultiplayer
39361297,Unturned,TERA,DeadIslandEpidemic,Firefall,CounterStrikeGlobalOffensive,Spore,JustCause2MultiplayerMod,MedievalIITotalWar,CallofDutyWorldatWar,TheBindingofIsaac,Arma2,CompanyofHeroesNewSteamVersion,FootballManager2012,StarWarsKnightsoftheOldRepublic,Warframe,MaxPayne3,Thief,APBReloaded,HalfLife2EpisodeOne,TheForest
39403038,Arma2OperationArrowhead,WormsReloaded,PAYDAYTheHeist,AgeofChivalry,Defiance,StarWarsKnightsoftheOldRepublic,TheElderScrollsIVOblivion,FootballManager2012,DivinityOriginalSin,SpaceEngineers,CallofDutyAdvancedWarfareMultiplayer,Thief,Trine,Firefall,Tropico3SteamSpecialEdition,TheBindingofIsaac,Sanctum2,BatmanArkhamOrigins,Crysis2MaximumEdition,FootballManager2013
39524248,Left4Dead,RIFT,CounterStrikeConditionZero,Insurgency,Fallout3GameoftheYearEdition,CallofDutyModernWarfare2,Arma3,HalfLife2EpisodeTwo,RocketLeague,Borderlands,ZombiePanicSource,TomClancysGhostReconPhantomsNA,KillingFloor,Left4Dead2,GarrysMod,CallofDutyBlackOpsMultiplayer,BattlefieldBadCompany2,WormsReloaded,SniperEliteV2,CompanyofHeroes2
39622853,FarCry3,NaturalSelection2,GarrysMod,Unturned,CompanyofHeroes2,MarvelHeroes2015,CallofDutyBlackOps,HalfLifeDeathmatchSource,Dota2,HeroesGenerals,H1Z1,CallofDutyModernWarfare2,FEAR3,TorchlightII,Borderlands,TheExpendabros,Dishonored,DCUniverseOnline,RocketLeague,TheWitcherEnhancedEdition
39758678,DCUniverseOnline,JustCause2,TotalWarSHOGUN2,Portal2,NaturalSelection2,DragonAgeOriginsUltimateEdition,Fallout3GameoftheYearEdition,FootballManager2012,Tropico3SteamSpecialEdition,CounterStrikeSource,RocketLeague,RealmoftheMadGod,Sanctum2,TheWitcher2AssassinsofKingsEnhancedEdition,DarksidersII,Arma2,MountBladeWarband,XCOMEnemyUnknown,CallofDutyModernWarfare3,TacticalIntervention
39798081,Ricochet,Dota2,Neverwinter,DontStarve,AgeofEmpiresIIICompleteCollection,CallofDutyModernWarfare2Multiplayer,DeusExHumanRevolution,Portal2,HeroesGenerals,PathofExile,Portal,H1Z1,CallofDutyBlackOpsIIMultiplayer,KillingFloorModDefenceAlliance2,CounterStrikeConditionZeroDeletedScenes,InfestationSurvivorStories,H1Z1TestServer,FreeStyle2StreetBasketball,DeathmatchClassic,SaintsRowIV
39834113,TeamFortressClassic,PAYDAYTheHeist,AliensvsPredator,Magicka,ArcheAge,PAYDAY2,NoMoreRoominHell,SuperMondayNightCombat,NapoleonTotalWar,HalfLifeDeathmatchSource,FTLFasterThanLight,DontStarve,GoatSimulator,NEOTOKYO,SniperEliteV2,MortalKombatKompleteEdition,StarWarsBattlefrontII,SeriousSam3BFE,RIFT,GarrysMod
39869522,Left4Dead,CounterStrikeConditionZero,Arma3,RIFT,KillingFloor,Insurgency,CounterStrikeGlobalOffensive,HalfLife2EpisodeTwo,CallofDutyBlackOpsMultiplayer,CallofDutyModernWarfare2,HalfLife2,CompanyofHeroes2,Fallout3GameoftheYearEdition,SeriousSam3BFE,TheForest,TomClancysGhostReconPhantomsNA,7DaystoDie,Firefall,Arma2OperationArrowhead,SniperEliteV2
39899978,CounterStrike,PAYDAY2,Dota2,Ricochet,Rust,EmpireTotalWar,GrandTheftAutoV,H1Z1,WarThunder,CallofDutyBlackOpsIIMultiplayer,AlanWake,Portal,DontStarve,TeamFortress2,TombRaider,CallofDutyBlackOps,CallofDutyModernWarfare3Multiplayer,CallofDutyModernWarfare3,Darksiders,SuperMondayNightCombat
39941720,TeamFortress2,Borderlands,CallofDutyModernWarfare2Multiplayer,HalfLife2Deathmatch,Unturned,ArcheAge,GoatSimulator,TheBindingofIsaac,Insurgency,NoMoreRoominHell,GarrysMod,DeathmatchClassic,BattlefieldBadCompany2,AlanWake,Dishonored,ChivalryMedievalWarfare,NEOTOKYO,SourceFilmmaker,CallofDutyModernWarfare2,HeroesGenerals
39990790,MountBladeWarband,RisingStormRedOrchestra2Multiplayer,TheBindingofIsaac,SpaceEngineers,Left4Dead,Elsword,AgeofChivalry,StarWarsKnightsoftheOldRepublic,FootballManager2013,FootballManager2012,MedievalIITotalWar,ZombiePanicSource,BatmanArkhamOrigins,APBReloaded,SuperMeatBoy,TheElderScrollsIVOblivion,SidMeiersCivilizationIIIComplete,HalfLife2EpisodeOne,DarkSoulsPreparetoDieEdition,WormsReloaded
40080833,Arma2OperationArrowhead,MedievalIITotalWar,TotalWarSHOGUN2,MountBladeWarband,Fallout3GameoftheYearEdition,DeadIsland,Defiance,DungeonDefenders,DivinityOriginalSin,GrandTheftAutoEpisodesfromLibertyCity,StarWarsKnightsoftheOldRepublic,MedalofHonorTMMultiplayer,AgeofChivalry,ArmaColdWarAssault,BattlefieldBadCompany2,BioShock,BlacklightRetribution,Arma2OperationArrowheadBetaObsolete,LANoire,SpaceEngineers
40130306,CounterStrikeSource,Portal2,Hammerwatch,Warframe,HalfLife2EpisodeTwo,Unturned,SeriousSam3BFE,CounterStrike,KillingFloor,MagickaWizardWars,CallofDutyBlackOps,MarvelHeroes2015,H1Z1,TomClancysGhostReconPhantomsEU,AlanWake,Portal,AgeofEmpiresIIICompleteCollection,BioShockInfinite,GarrysMod,EuroTruckSimulator2
40212239,TorchlightII,CounterStrikeSource,7DaystoDie,MiddleearthShadowofMordor,CitiesSkylines,MetroLastLight,RiseofIncarnates,SleepingDogs,KerbalSpaceProgram,NaturalSelection2,MedievalIITotalWar,FarCry3,HalfLife2EpisodeTwo,WolfensteinTheNewOrder,HeroesGenerals,InsurgencyModernInfantryCombat,Warface,Darksiders,TomClancysGhostReconPhantomsEU,WaroftheRoses
40280688,Left4Dead,CallofDutyBlackOpsMultiplayer,Dota2,CallofDutyBlackOpsIIMultiplayer,CastleCrashers,AmericasArmyProvingGrounds,CounterStrikeConditionZero,KillingFloor,NoMoreRoominHell,PAYDAYTheHeist,SaintsRowTheThird,AliensvsPredator,SaintsRowIV,SpiralKnights,DCUniverseOnline,SniperEliteV2,CounterStrike,SeriousSam3BFE,HitmanAbsolution,AgeofEmpiresIIHDEdition
40289887,StarWarsBattlefrontII,XCOMEnemyUnknown,MarvelHeroes2015,RedFactionGuerrillaSteamEdition,WarThunder,DeusExGameoftheYearEdition,EndlessSpace,StrongholdKingdoms,Psychonauts,SimCity4Deluxe,Warframe,WormsRevolution,SpaceEngineers,CallofDutyBlackOps,PlanetaryAnnihilation,Dungeonland,DarkSoulsPreparetoDieEdition,NaturalSelection2,DungeonDefenders,BatmanArkhamCityGOTY
40797591,APBReloaded,Besiege,MountBladeWarband,TheBindingofIsaac,Elsword,SpaceEngineers,DeathmatchClassic,Left4Dead,AgeofChivalry,MedievalIITotalWar,ZombiePanicSource,SuperMeatBoy,SidMeiersCivilizationIIIComplete,BattlefieldBadCompany2,StarWarsKnightsoftheOldRepublic,WaroftheRoses,WormsReloaded,TheElderScrollsIVOblivion,HeroesGenerals,WarThunder
41310195,CounterStrikeGlobalOffensive,CounterStrikeConditionZero,TheForest,Left4Dead,CallofDutyBlackOpsMultiplayer,Arma3,Fallout3GameoftheYearEdition,KillingFloor,Arma2OperationArrowhead,Firefall,CallofDutyModernWarfare2,HalfLife2EpisodeTwo,HalfLife2,TotalWarSHOGUN2,Insurgency,CompanyofHeroes2,TomClancysGhostReconPhantomsNA,CallofDutyAdvancedWarfareMultiplayer,Hammerwatch,7DaystoDie
